policy,trial,trial_success,keyframe,phase_success,duration_s,root_position_m,root_xy_m,root_orientation_rad,joint_mae_rad,joint_rmse_rad,joint_max_rad,object_position_m,object_orientation_rad,mean_body_position_m
model_101000.onnx,4,True,crouch_to_place_box,True,1.783690000001279,0.06160644069314003,0.06083414703607559,0.05081393533312639,0.08632927387952805,0.11662431061267853,0.34829747676849365,0.19572956858404963,0.1070229447143053,0.06253478676080704
model_101000.onnx,4,True,stand_after_place_box,True,1.7003400000012192,0.03006068430840969,0.025627844035625458,0.052149721155567375,0.05550181865692139,0.0771460309624672,0.2364806979894638,0.19530903770928726,0.1070229447143053,0.04109496250748634
model_101000.onnx,5,True,approach_box,True,4.934320000000376,0.1306406557559967,0.12969715893268585,0.07556862705288467,0.05844510719180107,0.07703705132007599,0.190931499004364,,,0.13836674392223358
model_101000.onnx,5,True,stand_before_pick_box,True,1.0002000000001843,0.05478671193122864,0.05270957574248314,0.06983357904176256,0.05978720635175705,0.08093224465847015,0.23378263413906097,0.038673803210258484,0.0,0.05142593756318092
model_101000.onnx,5,True,crouch_to_pick_box,True,1.7836899999994138,0.12842455506324768,0.1282113641500473,0.041605433315642225,0.08074934780597687,0.11438710242509842,0.3424554765224457,0.04074486224603018,3.191620021195997e-05,0.13252416253089905
model_101000.onnx,5,True,stand_after_pick_box,True,2.283789999999204,0.10841009765863419,0.1069413423538208,0.0591161668850785,0.0928884968161583,0.11518114805221558,0.3172711730003357,0.009674394706716832,0.7328529196392435,0.12283293157815933
model_101000.onnx,5,True,stand_before_place_box,True,5.3177299999995515,0.02271675318479538,0.01763291470706463,0.042938579467358746,0.07615035027265549,0.09787784516811371,0.2795547842979431,0.11794776405890632,0.6229978029280767,0.03734156861901283
model_101000.onnx,5,True,crouch_to_place_box,True,1.8170300000013029,0.06023743003606796,0.059143781661987305,0.05566900550783873,0.08812026679515839,0.11896579712629318,0.35481467843055725,0.2289700858101786,0.16458428279702703,0.06241750717163086
model_101000.onnx,5,True,stand_after_place_box,True,1.7003400000012192,0.02918953076004982,0.024530358612537384,0.05877331277538753,0.05616169795393944,0.07756446301937103,0.235456645488739,0.22861070926085278,0.16458428279702703,0.04042544588446617
model_101000.onnx,6,True,approach_box,True,4.667600000000327,0.02752297930419445,0.013561657629907131,0.04360107562427402,0.06902629882097244,0.08896265923976898,0.28208598494529724,,,0.0444478914141655
model_101000.onnx,6,True,stand_before_pick_box,True,1.0002000000001843,0.04960828274488449,0.04691532626748085,0.018052431475566753,0.06824381649494171,0.08609270304441452,0.22693504393100739,0.038673803210258484,0.0,0.05937962979078293
model_101000.onnx,6,True,crouch_to_pick_box,True,1.9170499999995094,0.13284970819950104,0.1327134221792221,0.08761192793634519,0.08619014173746109,0.11024649441242218,0.310970664024353,0.04074440896511078,0.0,0.1279437094926834
model_101000.onnx,6,True,stand_after_pick_box,True,2.200439999999233,0.09302467107772827,0.09198936820030212,0.051526101684617485,0.08929919451475143,0.11563673615455627,0.3455794155597687,0.05500529377591326,0.6245278836423269,0.10258129984140396
model_101000.onnx,6,True,stand_before_place_box,True,4.250849999998556,0.05920115113258362,0.057310521602630615,0.0370599186343482,0.07728265970945358,0.1009388417005539,0.3032788634300232,0.10732814605811572,0.5797572962913269,0.07071436196565628
model_101000.onnx,6,True,crouch_to_place_box,True,1.8170300000013029,0.08591188490390778,0.08505751192569733,0.04925350167411978,0.08658204972743988,0.11560514569282532,0.34176304936408997,0.19192517255996194,0.128493157414753,0.08521465957164764
model_101000.onnx,6,True,stand_after_place_box,True,1.6836700000012073,0.03110472485423088,0.026833705604076385,0.052388443741962894,0.055182360112667084,0.0771254375576973,0.24100099503993988,0.1914962873138818,0.128493157414753,0.041930992156267166
model_101000.onnx,7,True,approach_box,True,4.334200000000266,0.09387445449829102,0.09247203171253204,0.06325864340317067,0.05857810005545616,0.0754876434803009,0.16066280007362366,,,0.1031583696603775
model_101000.onnx,7,True,stand_before_pick_box,True,1.1002200000002027,0.020438477396965027,0.013203185051679611,0.058633030576446206,0.05976536124944687,0.08213728666305542,0.22659265995025635,0.038673803210258484,0.0,0.027154188603162766
model_101000.onnx,7,True,crouch_to_pick_box,True,1.7003399999997093,0.10309436172246933,0.10300900042057037,0.03922250410807495,0.08469870686531067,0.12014556676149368,0.36835476756095886,0.04074440896511078,0.0,0.10706715285778046
model_101000.onnx,7,True,stand_after_pick_box,True,2.217109999999227,0.08912408351898193,0.08737020194530487,0.06248294351648665,0.09277146309614182,0.11517126858234406,0.3000441789627075,0.027560681246279452,0.7119160560452658,0.10549958050251007
model_101000.onnx,7,True,stand_before_place_box,True,4.084149999998576,0.05374579504132271,0.05164964124560356,0.039816139761226235,0.08039768040180206,0.10328351706266403,0.30301743745803833,0.08485096960260814,0.6367031579336235,0.06597519665956497
model_101000.onnx,7,True,crouch_to_place_box,True,1.8003600000006887,0.07998785376548767,0.07902781665325165,0.051138805865197826,0.08807934075593948,0.11843468248844147,0.3540193438529968,0.2104145342246736,0.10864303360480307,0.07995768636465073
model_101000.onnx,7,True,stand_after_place_box,True,1.6836700000012073,0.027782151475548744,0.022894810885190964,0.05254557600097312,0.0552297979593277,0.07723352313041687,0.24157649278640747,0.21002340918529996,0.10864303360480307,0.03933539241552353
model_101000.onnx,8,True,approach_box,True,4.367540000000272,0.09365721046924591,0.09214372932910919,0.061540990538486565,0.0646323636174202,0.07899583876132965,0.1788572520017624,,,0.10240431129932404
model_101000.onnx,8,True,stand_before_pick_box,True,1.150230000000212,0.020268430933356285,0.013333362527191639,0.037429561901190955,0.062321972101926804,0.08177723735570908,0.21577073633670807,0.038673803210258484,0.0,0.02720523439347744
